,actor,año,plataforma
882, tex cooper,1938,amazon
883, art dillard,1938,amazon
884, curley dresden,1938,amazon
885, herman hack,1938,amazon
886, henry hall,1938,amazon
887, earle hodgins,1938,amazon
888, jack ingram,1938,amazon
889, art janes,1938,amazon
890, jane keckley,1938,amazon
891, jack kirk,1938,amazon
892, merrill mccormick,1938,amazon
893, fritz meissner,1938,amazon
894, george montgomery,1938,amazon
895, milburn morante,1938,amazon
896, george morrell,1938,amazon
897, jack o'shea,1938,amazon
898, pat petterson,1938,amazon
899, al rice,1938,amazon
900, duke taylor,1938,amazon
901, trigger,1938,amazon
902, bill wolfe,1938,amazon
903,allen ren,2019,amazon
904, seven tan,2019,amazon
905, han dong,2019,amazon
906,zachary levi,2011,amazon
907,roy rogers,1946,amazon
908," george ""gabby"" hayes",1946,amazon
909, dale evans,1946,amazon
910, douglas dumbrille,1946,amazon
911, leyland hodgson,1946,amazon
912, tristram coffin,1946,amazon
913, rudolph anders,1946,amazon
914, iron eyes cody,1946,amazon
915, bob noland and the sons of the pioneers,1946,amazon
916,claire goose,2014,amazon
917, peter firth,2014,amazon
918, felix scott,2014,amazon
919, pippa haywood,2014,amazon
920,candace owens,2020,amazon
921, larry elder,2020,amazon
922, chad jackson,2020,amazon
923, brandon tatum,2020,amazon
924, rev. jesse lee peterson,2020,amazon
925,doug mckeon,1978,amazon
926, burt young,1978,amazon
927,nick helm,2014,amazon
928, elliot speller-gillott,2014,amazon
929, daisy haggard,2014,amazon
930, con o'neill,2014,amazon
931, esther smith,2014,amazon
932, daniel lawrence taylor,2014,amazon
933, sydney rae white,2014,amazon
934,peter miller,2020,amazon
935,sophie van winden,2020,amazon
936, abbey hoes,2020,amazon
937, mark frost,2020,amazon
938, julian looman,2020,amazon
939,beth lapides,2012,amazon
940, mitch kaplan,2012,amazon
941,corin nemec,2004,amazon
942, ernie reyes jr.,2004,amazon
943, daniella evangelista,2004,amazon
944,sunny singh,2019,amazon
945, maanvi gagroo,2019,amazon
946, karishma sharma,2019,amazon
947, saurabh shukla,2019,amazon
948, gagan arora,2019,amazon
949, aishwarya sakhuja,2019,amazon
950,johnanthonywest.dr.robertm.schoch,2016,amazon
951,jim nichols,2017,amazon
952,dr edgar mitchell,2017,amazon
953, dr. steven greer,2017,amazon
954, md,2017,amazon
955, richard dolan,2017,amazon
956, robert hastings,2017,amazon
957, stephen bassett,2017,amazon
958, nick pope,2017,amazon
959, jim mars,2017,amazon
960, robert dean,2017,amazon
961, peter robins,2017,amazon
962, wendelle stevens,2017,amazon
963, linda moulton howe,2017,amazon
964, stanton friedman,2017,amazon
965, bud hopkins,2017,amazon
966, dr. david jacobs,2017,amazon
967, bruce maccabee,2017,amazon
968, dr. michael salla,2017,amazon
969, and many more,2017,amazon
970,peter coyote,2015,amazon
971,michael d. swords phd.,2016,amazon
972, jerome clark,2016,amazon
973, david jacobs ph.d.,2016,amazon
974, thomas e. bullard ph.d.,2016,amazon
975, budd hopkins,2016,amazon
976, travis walton,2016,amazon
977, maj. robert friend (usaf rtd.),2016,amazon
978, bruce maccabee ph.d.,2016,amazon
979, j. gordon melton ph.d.,2016,amazon
980, david rudiak,2016,amazon
981,william j. birnes,2009,amazon
982,burton richardson,2004,amazon
983, stanton friedman,2004,amazon
984,teruyoshi uchimura,2018,amazon
985, masakazu mimura,2018,amazon
986, kazuki otake,2018,amazon
987,lum and abner,1943,amazon
988, chester lauck,1943,amazon
989, norris goff,1943,amazon
990,linda hunt,1993,amazon
991, brendan fraser,1993,amazon
992, elisabeth shue,1993,amazon
993, steve buscemi,1993,amazon
994, christopher lloyd,1993,amazon
995, william h. macy,1993,amazon
996, jeremy piven,1993,amazon
997, david schwimmer,1993,amazon
998,will smith,2004,amazon
999, muhammad ali,2004,amazon
1000, desi arnaz,2004,amazon
1001, bernie mac,2004,amazon
1002, bill cosby,2004,amazon
1003, john amos,2004,amazon
1004, jonelle allen,2004,amazon
1005,otteson family,2019,amazon
1006,ben lugo touitou,2020,amazon
1007, uche nwaefuna,2020,amazon
1008, chioma okafor,2020,amazon
1009, chamberlyne okoro,2020,amazon
1010, chime,2020,amazon
1011, chinenye aniemena,2020,amazon
1012, ike onyema,2020,amazon
1013, vincent okonkwo,2020,amazon
1014,krystal lanae hill,2020,amazon
1015, aqeel ash-shakoor,2020,amazon
1016, dominic ovando,2020,amazon
1017, neisha neshae,2020,amazon
1018,christopher downs,2019,amazon
1019, brooke wolloff,2019,amazon
1020, zac mcdowell,2019,amazon
1021, skyler brigmann,2019,amazon
1022, addie zintel,2019,amazon
1023, alex trugman,2019,amazon
1024, john taylor,2019,amazon
1025, jodi downs,2019,amazon
1026, alan franzenburg,2019,amazon
1027, emily downs,2019,amazon
1028,james spader,1985,amazon
1029, robert downey jr.,1985,amazon
1030, kim richards,1985,amazon
1031, paul mones,1985,amazon
1032,peter ginn,2013,amazon
1033, ruth goodman,2013,amazon
1034, tom pinfold,2013,amazon
1035, geraldine james,2013,amazon
1036,clayton thomas,2018,amazon
1037, chloe hilliard,2018,amazon
1038,nick frost,2020,amazon
1039, malcolm mcdowell,2020,amazon
1040, samson kayo,2020,amazon
1041, susan wokoma,2020,amazon
1042, emma d'arcy,2020,amazon
1043, simon pegg,2020,amazon
1044,chelsea bennett,2018,amazon
1045, suzan marie ghaleb,2018,amazon
1046, danny elacci,2018,amazon
1047,adán medrano,2021,amazon
1048,richard widmark,1991,amazon
1049, dina merrill,1991,amazon
1050, philip bosco,1991,amazon
1051, paul guilfoyle,1991,amazon
1052, steve morley,1991,amazon
1053,ben stiller,2008,amazon
1054, jack black,2008,amazon
1055, robert downey,2008,amazon
1056,brian white,2004,amazon
1057, patrice fisher,2004,amazon
1058, reagan gomez-preston,2004,amazon
1059,ankush chaudhari,2019,amazon
1060, shivani surve,2019,amazon
1061, pallavi patil,2019,amazon
1062,karen black,1975,amazon
1063, robert burton,1975,amazon
1064, john karlen,1975,amazon
1065, george gaynes,1975,amazon
1066, jim storm,1975,amazon
1067, gregory harrison,1975,amazon
1068, kathryn reynolds,1975,amazon
1069, tracy curtis,1975,amazon
1070, orin cannon,1975,amazon
1071, walker edmiston,1975,amazon
1072,kevin shelley,2020,amazon
1073,nathan simmons,2015,amazon
1074, seamus simmons,2015,amazon
1075,johnny simmons,2016,amazon
1076, gabriel luna,2016,amazon
1077, clifton collins,2016,amazon
1078, jr.,2016,amazon
1079,trace lisette,2019,amazon
1080, missi pyle,2019,amazon
1081, tig notaro,2019,amazon
1082, jay duplass,2019,amazon
1083, jerry adler,2019,amazon
1084, gaby hoffmann,2019,amazon
1085, judith light,2019,amazon
1086, richard kind,2019,amazon
1087, michaela watkins,2019,amazon
1088, erik liberman,2019,amazon
1089, jo lambert,2019,amazon
1090, alia shawkat,2019,amazon
1091, cherry jones,2019,amazon
1092, rob huebel,2019,amazon
1093, melora hardin,2019,amazon
1094, leslie margherita,2019,amazon
1095, bradley whitford,2019,amazon
1096, rainn wilson,2019,amazon
1097, jenny o'hara,2019,amazon
1098, kathryn hahn,2019,amazon
1099, amy landecker,2019,amazon
1100,laila ireland,2019,amazon
1101, logan ireland,2019,amazon
1102, jennifer peace,2019,amazon
1103, el cook,2019,amazon
1104, sue fulton,2019,amazon
1105,james caviezel,2012,amazon
1106, james frain,2012,amazon
1107, elisabeth rohm,2012,amazon
1108, harold perrineau,2012,amazon
1109, ryan donowho,2012,amazon
1110,various,2008,amazon
1111,john travolta,2019,amazon
1112, shania twain,2019,amazon
1113, toby sebastian,2019,amazon
1114, rosabell laurenti sellers,2019,amazon
1115, michael madsen,2019,amazon
1116, kevin dunn,2019,amazon
1117,alexi pappas,2017,amazon
1118, chase offerle,2017,amazon
1119, rachel dratch,2017,amazon
1120, andy buckley,2017,amazon
1121, rebecca friday,2017,amazon
1122, sasha spencer atwood,2017,amazon
1123, remy teicher,2017,amazon
1124, nick symmonds,2017,amazon
1125,jazsmin lewis,2007,amazon
1126, richard t. jones,2007,amazon
1127, victor williams,2007,amazon
1128, mari morrow,2007,amazon
1129, aaron d. spears,2007,amazon
1130, marlon young,2007,amazon
1131, jay acovone,2007,amazon
1132, suzanne whang,2007,amazon
1133, amy hunter,2007,amazon
1134, caryn ward,2007,amazon
1135,darshan singh rudel,2019,amazon
1136, inderjeet singh jaijee,2019,amazon
1137, gurpartap singh pannu,2019,amazon
1138, amarjit singh,2019,amazon
1139, balbir singh,2019,amazon
1140, dr nicola cannon,2019,amazon
1141, ranbir singh,2019,amazon
1142,geo beach,2008,amazon
1143,bob probert,2019,amazon
1144, joe kocur,2019,amazon
1145, don cherry,2019,amazon
1146, tie domi,2019,amazon
1147, jeremy roenick,2019,amazon
1148, chris chelios,2019,amazon
1149,ravi teja,2018,amazon
1150, raashi khanna,2018,amazon
1151, seerat kapoor,2018,amazon
1152,jennifer hale,2014,amazon
1153, andrea baker,2014,amazon
1154, katie griffin,2014,amazon
1155, adrian truss,2014,amazon
1156,richard hammond,2012,amazon
1157, amanda byram,2012,amazon
1158,héctor elizondo,2002,amazon
1159, jacqueline obradors,2002,amazon
1160, elizabeth peña,2002,amazon
1161, tamara mello,2002,amazon
1162, raquel welch,2002,amazon
1163, paul rodriguez,2002,amazon
1164, constance marie,2002,amazon
1165,richard carlson,1960,amazon
1166, susan gordon,1960,amazon
1167,rie kugimiya,2009,amazon
1168, junji majima,2009,amazon
1169,jean jennings bartik,2010,amazon
1170, marlyn wescoff meltzer,2010,amazon
1171, shirley melvin,2010,amazon
1172,richard hammond,2013,amazon
1173,richard hammond,2015,amazon
1174, jeremy clarkson,2015,amazon
1175,jeremy clarkson,2013,amazon
1176, richard hammond,2013,amazon
1177,richard hammond,2015,amazon
1178, james may,2015,amazon
1179, jeremy clarkson,2015,amazon
1180,richard hammond,2014,amazon
1181,william fichtner,2017,amazon
1182, tom ford,2017,amazon
1183, antron brown,2017,amazon
1184,babs olusanmokun,2019,amazon
1185, augusto aguilera,2019,amazon
1186, john hawkes,2019,amazon
1187, jena malone,2019,amazon
1188, hart bochner,2019,amazon
1189, nell tiger free,2019,amazon
1190, celestino cornielle,2019,amazon
1191, billy baldwin,2019,amazon
1192, miles teller,2019,amazon
1193,frank morgan,1934,amazon
1194, binnie barnes,1934,amazon
1195, robert taylor,1934,amazon
1196, lois wilson,1934,amazon
1197, alan hale,1934,amazon
1198, margaret hamilton,1934,amazon
1199, louise latimer,1934,amazon
1200, maurice murphy,1934,amazon
1201, helen parrish,1934,amazon
1202, dick winslow,1934,amazon
1203, elizabeth young,1934,amazon
1204,tone bell,2019,amazon
1205,caitlin stasey,2012,amazon
1206, rachel hurd-wood,2012,amazon
1207, lincoln lewis,2012,amazon
1208, phoebe tonkin,2012,amazon
1209, chris pang,2012,amazon
1210, ashleigh cummings,2012,amazon
1211,tommy little,2020,amazon
1212,tom wilson,2009,amazon
1213,tom walker,2020,amazon
1214,kevin charles,2019,amazon
1215,joel courtney,2015,amazon
1216, jake t. austin,2015,amazon
1217, val kilmer,2015,amazon
1218,tom rhodes,2012,amazon
1219,tom papa,2011,amazon
1220,tom papa,2013,amazon
1221,tom green,2012,amazon
1222,tom gleeson,2020,amazon
1223,john krasinski,2019,amazon
1224, wendell pierce,2019,amazon
1225, noomi rapace,2019,amazon
1226, jordi mollá,2019,amazon
1227, francisco denis,2019,amazon
1228, cristina umaña,2019,amazon
1229, john hoogenakker,2019,amazon
1230, jovan adepoand,2019,amazon
1231, michael kelly,2019,amazon
1232,ami tomite,2018,amazon
1233, shinnosuke mitsushima,2018,amazon
1234, megumi kagurazaka,2018,amazon
1235, yumi adachi,2018,amazon
1236, kaho,2018,amazon
1237,asami mizukawa,2018,amazon
1238,aya asahina,2019,amazon
1239, maryjun takahashi,2019,amazon
1240, reina triendl,2019,amazon
1241, mizuki yamamoto,2019,amazon
1242, ryohei otani,2019,amazon
1243,fausto mata,2015,amazon
1244, cuquín victoria,2015,amazon
1245, marío peguero,2015,amazon
1246,todd glass,2012,amazon
1247,cassandra morris,2020,amazon
1248, colleen o'shaugnessey,2020,amazon
1249, corina boettger,2020,amazon
1250, eshan inamdar,2020,amazon
1251, stacy allen,2020,amazon
1252, tara sands,2020,amazon
1253,dawn olivieri,2021,amazon
1254, wilmer valderrama,2021,amazon
1255, paloma guzmán,2021,amazon
1256, skipp sudduth,2021,amazon
1257, tom degnan,2021,amazon
1258, camille saviola,2021,amazon
1259,bud collyer,1961,amazon
1260,santhosh sreeram,2019,amazon
1261, sheela rajkumar,2019,amazon
1262, darun,2019,amazon
1263, aadhira pandiyalakshmi,2019,amazon
1264,cary grant,1955,amazon
1265, grace kelly,1955,amazon
1266, jessie royce landis,1955,amazon
1267, john williams,1955,amazon
1268, charles vanel,1955,amazon
1269, brigitte auber,1955,amazon
1270, jean martinelli,1955,amazon
1271, georgette anys,1955,amazon
1272,tj,2020,amazon
1273,tony caprari,2012,amazon
1274,joey dedio,2013,amazon
1275, frankie faison,2013,amazon
1276, kelly mcgillis,2013,amazon
1277, franky g,2013,amazon
1278,tim roth,2019,amazon
1279, christina hendricks,2019,amazon
1280, genevieve o'reilly,2019,amazon
1281,bharath niwas,2020,amazon
1282, priya bhavanishankar,2020,amazon
1283, robo shankar,2020,amazon
1284, karunakaran,2020,amazon
1285, sanjana sarathy,2020,amazon
1286, alexander babu,2020,amazon
1287,bharath niwas,2020,amazon
1288, priya bhavanishankar,2020,amazon
1289, robo shankar,2020,amazon
1290, karunakaran,2020,amazon
1291, sanjana sarathy,2020,amazon
1292, alexander babu,2020,amazon
1293,eleanor brown,2021,amazon
1294, cory kays,2021,amazon
1295, adam dufour,2021,amazon
1296,kermit maynard,1936,amazon
1297, lucille lund,1936,amazon
1298, lawrence gray,1936,amazon
1299, robert warwick,1936,amazon
1300, wheeler oakman,1936,amazon
1301, lloyd ingraham,1936,amazon
1302,richard arlen,1944,amazon
1303, mary beth hughes,1944,amazon
1304, june havoc,1944,amazon
1305, sheldon leonard,1944,amazon
1306, george e. stone,1944,amazon
1307, dick purcell,1944,amazon
1308,tim minchin,2008,amazon
1309,guy pearce,2003,amazon
1310, helena bonham carter,2003,amazon
1311, frank gallacher,2003,amazon
1312, brooke harman,2003,amazon
1313, lindley joyner,2003,amazon
1314, peter curtin,2003,amazon
1315, margot knight,2003,amazon
1316, anthony martin,2003,amazon
1317, dawn klingberg,2003,amazon
1318,salman khan,2017,amazon
1319, katrina kaif,2017,amazon
1320, paresh rawal,2017,amazon
1321, girish karnad,2017,amazon
1322, anant vidhaat,2017,amazon
1323, kumud kumar mishra,2017,amazon
1324, angad bedi,2017,amazon
1325, sajjad delafrooz,2017,amazon
1326,roger pryor,1936,amazon
1327, wendy barrie,1936,amazon
1328, claude gillingwater,1936,amazon
1329, andrew tombes,1936,amazon
1330, luis alberni,1936,amazon
1331, e.e. clive,1936,amazon
1332,tom sizemore,2001,amazon
1333, dennis hopper,2001,amazon
1334, steven seagal,2001,amazon
1335,megan ward,2000,amazon
1336, john ratzenberger,2000,amazon
1337, linden ashby,2000,amazon
1338,rasmus hardiker,2018,amazon
1339, thomas brodie-sangster,2018,amazon
1340, david menkin,2018,amazon
1341, kayvan novak,2018,amazon
1342,fabian,1967,amazon
1343, annette funicello,1967,amazon
1344,amitabh bachchan,2018,amazon
1345, aamir khan,2018,amazon
1346, katrina kaif,2018,amazon
1347, fatima sana shaikh,2018,amazon
1348, md. zeeshan ayyub,2018,amazon
1349, ronit roy,2018,amazon
1350, lloyd owen,2018,amazon
1351, sharat saxena,2018,amazon
1352, ila arun,2018,amazon
1353, gavin marshall,2018,amazon
1354,jayasurya,2019,amazon
1355, swathy reddy,2019,amazon
1356, vijay babu,2019,amazon
1357, tg ravi,2019,amazon
1358, sabumon,2019,amazon
1359,amy huberman,2012,amazon
1360, emun elliott,2012,amazon
1361, stephen wright,2012,amazon
1362, pauline mclynn,2012,amazon
1363,patrick swayze,1995,amazon
1364, mary elizabeth mastrantonio,1995,amazon
1365, joseph mazzello,1995,amazon
1366, seth mumy,1995,amazon
1367,jane wyman,1951,amazon
1368, van johnson,1951,amazon
1369, barry sullivan,1951,amazon
1370, howard keel,1951,amazon
1371, phyllis kirk,1951,amazon
1372, jeff donnell,1951,amazon
1373,mary astor,1932,amazon
1374, kenneth mackenna,1932,amazon
1375,max julien,1974,amazon
1376, vonetta mcgee,1974,amazon
1377, george murdock,1974,amazon
1378,jason riley,2021,amazon
1379, larry elder,2021,amazon
1380, walter e. williams,2021,amazon
1381, steven pinker,2021,amazon
1382, dave rubin,2021,amazon
1383, eva moskowitz,2021,amazon
1384, adaecus brooks,2021,amazon
1385, benjamin lacasse,2021,amazon
1386, sam peltzman,2021,amazon
1387, allen r. sanderson,2021,amazon
1388, eric july,2021,amazon
1389, victor davis hanson,2021,amazon
1390, patrick m. byrne,2021,amazon
1391, aaron hunsaker,2021,amazon
1392, jennifer van laar,2021,amazon
1393, ron losby,2021,amazon
1394,martin sherman,2014,amazon
1395,joseph may,2015,amazon
1396,martin sherman,2013,amazon
1397,michael brandon,2003,amazon
1398,pep guardiola,2019,amazon
1399, oliver khan,2019,amazon
1400, brandi chastain,2019,amazon
1401, juan mata,2019,amazon
1402, megan rapinoe,2019,amazon
1403,kal penn,2019,amazon
1404, cristela alonzo,2019,amazon
1405, tone bell,2019,amazon
1406, rob corddry,2019,amazon
1407, ted danson,2019,amazon
1408, zach galifianakis,2019,amazon
1409, colin hanks,2019,amazon
1410, ed helms,2019,amazon
1411, pete holmes,2019,amazon
1412, rashida jones,2019,amazon
1413, joel mchale,2019,amazon
1414, thomas middleditch,2019,amazon
1415, bobby moynihan,2019,amazon
1416, ed o’neill,2019,amazon
1417, patton oswalt,2019,amazon
1418, missi pyle,2019,amazon
1419, rob riggle,2019,amazon
1420, paul scheer,2019,amazon
1421, mary steenburgen,2019,amazon
1422, jason sudeikis,2019,amazon
1423, meghan trainor,2019,amazon
1424, sasheer zamata,2019,amazon
1425,russell targ,2019,amazon
1426, dean radin phd,2019,amazon
1427, uri geller,2019,amazon
1428, brian josephson phd,2019,amazon
1429, hal puthoff phd,2019,amazon
1430, stephan a. schwartz,2019,amazon
1431, edgar mitchell phd,2019,amazon
1432, lori williams,2019,amazon
1433,gabriel bateman,2020,amazon
1434, josh duhamel,2020,amazon
1435, megan fox,2020,amazon
1436, kunal nayyar,2020,amazon
1437, julia jones,2020,amazon
1438, janet montgomery,2020,amazon
1439, bryan callen,2020,amazon
1440, todd stashwick,2020,amazon
